ReactomeID,filename
Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5),R-HSA-5688849
Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS),R-HSA-5688354
Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4),R-HSA-5688890
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,R-HSA-2978092
Metabolic disorders of biological oxidation enzymes,R-HSA-5579029
Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX),R-HSA-5578996
"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)",R-HSA-5579005
Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD),R-HSA-5579020
Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD),R-HSA-5578999
Defective MAOA causes Brunner syndrome (BRUNS),R-HSA-5579012
Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A),R-HSA-5579014
Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA),R-HSA-5579015
Defective UGT1A1 causes hyperbilirubinemia,R-HSA-5579002
Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5),R-HSA-5579028
Defective GSS causes Glutathione synthetase deficiency (GSS deficiency),R-HSA-5579006
Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD),R-HSA-5579024
Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4),R-HSA-5579004
Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD),R-HSA-5579032
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),R-HSA-5579031
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3),R-HSA-5579021
Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency),R-HSA-5579009
"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)",R-HSA-5579011
Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD),R-HSA-5578998
Defective FMO3 causes Trimethylaminuria (TMAU),R-HSA-5579019
Defective UGT1A4 causes hyperbilirubinemia,R-HSA-5579016
Defective CYP19A1 causes Aromatase excess syndrome (AEXS),R-HSA-5579030
Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4),R-HSA-5579017
"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)",R-HSA-5579013
Defective ACY1 causes encephalopathy,R-HSA-5579007
Defective GGT1 causes Glutathionuria (GLUTH),R-HSA-5579022
Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency),R-HSA-5578995
Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B),R-HSA-5579027
"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)",R-HSA-5579010
"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)",R-HSA-5579026
Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD),R-HSA-5578997
Defective CYP1B1 causes Glaucoma,R-HSA-5579000
Phenylketonuria,R-HSA-2160456
Disorders of transmembrane transporters,R-HSA-5619115
ABC transporter disorders,R-HSA-5619084
Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2,R-HSA-5678520
"Defective ABCB4 causes progressive familial intrahepatic cholestasis 3, intrahepatic cholestasis of pregnancy 3 and gallbladder disease 1",R-HSA-5678771
Defective ABCA12 causes autosomal recessive congenital ichthyosis type 4B,R-HSA-5682294
"Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)",R-HSA-5683329
Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7),R-HSA-5683371
Defective ABCA1 causes Tangier disease,R-HSA-5682113
Defective ABCC8 can cause hypoglycemias and hyperglycemias,R-HSA-5683177
Defective ABCC2 causes Dubin-Johnson syndrome,R-HSA-5679001
Defective ABCD1 causes adrenoleukodystrophy (ALD),R-HSA-5684045
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),R-HSA-5690338
Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3),R-HSA-5683678
Defective CFTR causes cystic fibrosis,R-HSA-5678895
"Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia",R-HSA-5678420
Defective ABCG5 causes sitosterolemia,R-HSA-5679096
Defective ABCG8 causes gallbladder disease 4 and sitosterolemia,R-HSA-5679090
SLC transporter disorders,R-HSA-5619102
Defective SLC26A2 causes chondrodysplasias,R-HSA-3560792
Defective SLC33A1 causes spastic paraplegia 42 (SPG42),R-HSA-5619061
Defective SLC7A9 causes cystinuria (CSNU),R-HSA-5660883
Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1),R-HSA-5619043
"Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)",R-HSA-5619048
Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA),R-HSA-5619067
Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1),R-HSA-5619111
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),R-HSA-5619063
Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1),R-HSA-5619040
Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),R-HSA-5619101
Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),R-HSA-5619037
Defective SLC6A19 causes Hartnup disorder (HND),R-HSA-5659735
Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM),R-HSA-5656364
"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",R-HSA-5619110
"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)",R-HSA-5619058
Defective TRP may confer susceptibility towards thyroid papillary carcinoma (TPC),R-HSA-5619107
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),R-HSA-5619070
"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)",R-HSA-5619039
Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1),R-HSA-5619066
"Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",R-HSA-5619083
Defective SLC17A5 causes Salla disease (SD) and ISSD,R-HSA-5619035
"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",R-HSA-5661182
"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",R-HSA-5619088
Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,R-HSA-5659729
Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP),R-HSA-5619053
Defective SLC26A4 causes Pendred syndrome (PDS),R-HSA-5619046
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),R-HSA-5658471
"Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)",R-HSA-5619092
Defective SLC2A9 causes hypouricemia renal 2 (RHUC2),R-HSA-5619047
Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN),R-HSA-5619042
Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M),R-HSA-5619072
Defective SLC5A2 causes renal glucosuria (GLYS1),R-HSA-5658208
Defective SLC6A2 causes orthostatic intolerance (OI),R-HSA-5619109
Defective SLC6A5 causes hyperekplexia 3 (HKPX3),R-HSA-5619089
Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS),R-HSA-5619098
Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D),R-HSA-5619077
Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1),R-HSA-5619096
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),R-HSA-5619049
"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",R-HSA-5619050
"Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)",R-HSA-5619054
Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C),R-HSA-5619078
Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),R-HSA-5663020
Defective SLC1A3 causes episodic ataxia 6 (EA6),R-HSA-5619062
Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),R-HSA-5660686
Defective SLC9A9 causes autism 16 (AUTS16),R-HSA-5619052
Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG),R-HSA-5619041
Defective GCK causes maturity-onset diabetes of the young 2 (MODY2),R-HSA-5619073
Defective SLC12A3 causes Gitelman syndrome (GS),R-HSA-5619087
Defective SLC6A19 causes Hartnup disorder (HND),R-HSA-5619044
Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25),R-HSA-5619076
Defective CP causes aceruloplasminemia (ACERULOP),R-HSA-5619060
Defective SLC12A1 causes Bartter syndrome 1 (BS1),R-HSA-5619104
Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),R-HSA-5660724
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),R-HSA-5619114
Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH),R-HSA-5619097
Defective SLC2A10 causes arterial tortuosity syndrome (ATS),R-HSA-5619068
Variant SLC6A14 may confer susceptibility towards obesity,R-HSA-5619094
Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6),R-HSA-5619036
Defective SLC3A1 causes cystinuria (CSNU),R-HSA-5619113
Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1),R-HSA-5619085
Defective SLC7A7 causes lysinuric protein intolerance (LPI),R-HSA-5660862
Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),R-HSA-5619108
Defective HK1 causes hexokinase deficiency (HK deficiency),R-HSA-5619056
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),R-HSA-5655799
Defective SLC22A12 causes renal hypouricemia 1 (RHUC1),R-HSA-5619071
Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),R-HSA-5619055
Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),R-HSA-5619081
Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),R-HSA-5619045
Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,R-HSA-5619079
Defective AVP causes neurohypophyseal diabetes insipidus (NDI),R-HSA-5619099
"Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)",R-HSA-5619095
Diseases of glycosylation,R-HSA-3781865
Diseases associated with glycosaminoglycan metabolism,R-HSA-3560782
"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",R-HSA-3656253
Defective CHST3 causes SEDCJD,R-HSA-3595172
Defective EXT2 causes exostoses 2,R-HSA-3656237
Defective PAPSS2 causes SEMD-PA,R-HSA-3560796
Defective ST3GAL3 causes MCT12 and EIEE15,R-HSA-3656243
Defective B3GAT3 causes JDSSDHD,R-HSA-3560801
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),R-HSA-3656244
"Defective B4GALT7 causes EDS, progeroid type",R-HSA-3560783
"Defective CHST14 causes EDS, musculocontractural type",R-HSA-3595174
Defective CHST6 causes MCDC1,R-HSA-3656225
Defective SLC26A2 causes chondrodysplasias,R-HSA-3560792
Defective B3GALT6 causes EDSP2 and SEMDJL1,R-HSA-4420332
Defective CHSY1 causes TPBS,R-HSA-3595177
Diseases associated with N-glycosylation of proteins,R-HSA-3781860
Defective ALG2 causes ALG2-CDG (CDG-1i),R-HSA-4549349
Defective MOGS causes MOGS-CDG (CDG-2b),R-HSA-4793954
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),R-HSA-4793953
Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2,R-HSA-4549356
Defective ALG3 causes ALG3-CDG (CDG-1d),R-HSA-4720475
Defective ALG12 causes ALG12-CDG (CDG-1g),R-HSA-4720489
Defective RFT1 causes RFT1-CDG (CDG-1n),R-HSA-4570571
Defective MPDU1 causes MPDU1-CDG (CDG-1f),R-HSA-4687000
Defective ALG8 causes ALG8-CDG (CDG-1h),R-HSA-4724325
Defective ALG1 causes ALG1-CDG (CDG-1k),R-HSA-4549380
Defective MAN1B1 causes MRT15,R-HSA-4793950
Defective MGAT2 causes MGAT2-CDG (CDG-2a),R-HSA-4793952
Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS),R-HSA-5633231
Defective ALG11 causes ALG11-CDG (CDG-1p),R-HSA-4551295
Defective ALG6 causes ALG6-CDG (CDG-1c),R-HSA-4724289
Defective ALG9 causes ALG9-CDG (CDG-1l),R-HSA-4720454
Diseases associated with O-glycosylation of proteins,R-HSA-3906995
Defective GALNT12 causes colorectal cancer 1 (CRCS1),R-HSA-5083636
"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",R-HSA-5083629
Defective LARGE causes MDDGA6 and MDDGB6,R-HSA-5083627
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC),R-HSA-5083625
Defective B3GALTL causes Peters-plus syndrome (PpS),R-HSA-5083635
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS),R-HSA-5083632
Defective LFNG causes SCDO3,R-HSA-5083630
"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",R-HSA-5083628
"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",R-HSA-5083633
Diseases associated with glycosylation precursor biosynthesis,R-HSA-5609975
Defective PGM1 causes PGM1-CDG (CDG1t),R-HSA-5609974
Defective PMM2 causes PMM2-CDG (CDG-1a),R-HSA-4043911
Defective GALK1 can cause Galactosemia II (GALCT2),R-HSA-5609976
Defective GFPT1 causes CMSTA1,R-HSA-4085023
Defective DPM2 causes DPM2-CDG (CDG-1u),R-HSA-4719377
Defective DHDDS causes retinitis pigmentosa 59,R-HSA-4755609
Defective MPI causes MPI-CDG (CDG-1b),R-HSA-4043916
Defective GALT can cause Galactosemia,R-HSA-5609978
"Defective GNE causes sialuria, Nonaka myopathy and inclusion body myopathy 2",R-HSA-4085011
Defective DPM1 causes DPM1-CDG (CDG-1e),R-HSA-4717374
Defective DPM3 causes DPM3-CDG (CDG-1o),R-HSA-4719360
Defective NEU1 causes sialidosis,R-HSA-4341670
Defective DOLK causes DOLK-CDG (CDG-1m),R-HSA-4755583
Defective GALE can cause Epimerase-deficiency galactosemia (EDG),R-HSA-5609977
Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ,R-HSA-4755579
Diseases of signal transduction,R-HSA-5663202
Signaling by FGFR in disease,R-HSA-1226099
Signaling by FGFR1 in disease,R-HSA-5655302
FGFR1 mutant receptor activation,R-HSA-1839124
Signaling by FGFR1 amplification mutants,R-HSA-1839120
Signaling by plasma membrane FGFR1 fusions,R-HSA-8853336
Signaling by activated point mutants of FGFR1,R-HSA-1839122
Signaling by cytosolic FGFR1 fusion mutants,R-HSA-1839117
Signaling by FGFR2 in disease,R-HSA-5655253
FGFR2 mutant receptor activation,R-HSA-1839126
Signaling by FGFR2 IIIa TM,R-HSA-8851708
Activated point mutants of FGFR2,R-HSA-2033519
Signaling by FGFR2 fusions,R-HSA-8853333
Signaling by FGFR2 amplification mutants,R-HSA-2023837
Signaling by FGFR3 in disease,R-HSA-5655332
Signaling by FGFR3 point mutants in cancer,R-HSA-8853338
FGFR3 mutant receptor activation,R-HSA-2033514
t(4;14) translocations of FGFR3,R-HSA-2033515
Signaling by activated point mutants of FGFR3,R-HSA-1839130
Signaling by FGFR3 fusions in cancer,R-HSA-8853334
Signaling by FGFR4 in disease,R-HSA-5655291
FGFR4 mutant receptor activation,R-HSA-1839128
Signaling by NOTCH1 in Cancer,R-HSA-2644603
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,R-HSA-2894858
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,R-HSA-2894862
Signaling by NOTCH1 PEST Domain Mutants in Cancer,R-HSA-2644602
Constitutive Signaling by NOTCH1 PEST Domain Mutants,R-HSA-2644606
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,R-HSA-2660825
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,R-HSA-2660826
Signaling by NOTCH1 HD Domain Mutants in Cancer,R-HSA-2691230
Constitutive Signaling by NOTCH1 HD Domain Mutants,R-HSA-2691232
FBXW7 Mutants and NOTCH1 in Cancer,R-HSA-2644605
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,R-HSA-2644607
Hh mutants abrogate ligand secretion,R-HSA-5387390
HHAT G278V abrogates palmitoylation of Hh-Np,R-HSA-5658034
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,R-HSA-5362768
Signaling by WNT in cancer,R-HSA-4791275
"XAV939 inhibits tankyrase, stabilizing AXIN",R-HSA-5545619
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,R-HSA-5339717
RNF mutants show enhanced WNT signaling and proliferation,R-HSA-5340588
truncated APC mutants destabilize the destruction complex,R-HSA-4839744
APC truncation mutants have impaired AXIN binding,R-HSA-5467337
APC truncation mutants are not K63 polyubiquitinated,R-HSA-5467333
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex,R-HSA-4839743
S37 mutants of beta-catenin aren't phosphorylated,R-HSA-5358749
S33 mutants of beta-catenin aren't phosphorylated,R-HSA-5358747
S45 mutants of beta-catenin aren't phosphorylated,R-HSA-5358751
T41 mutants of beta-catenin aren't phosphorylated,R-HSA-5358752
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974,R-HSA-5340573
"AXIN mutants destabilize the destruction complex, activating WNT signaling",R-HSA-4839735
Deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling,R-HSA-5467345
AXIN missense mutants destabilize the destruction complex,R-HSA-5467340
Misspliced GSK3beta mutants stabilize beta-catenin,R-HSA-5339716
AMER1 mutants destabilize the destruction complex,R-HSA-4839748
Deletions in the AMER1 gene destabilize the destruction complex,R-HSA-5467343
Truncations of AMER1 destabilize the destruction complex,R-HSA-5467348
TCF7L2 mutants don't bind CTBP,R-HSA-5339700
PI3K/AKT Signaling in Cancer,R-HSA-2219528
Constitutive Signaling by AKT1 E17K in Cancer,R-HSA-5674400
PTEN Loss of Function in Cancer,R-HSA-5674404
Constitutive Signaling by Aberrant PI3K in Cancer,R-HSA-2219530
Signaling by TGF-beta Receptor Complex in Cancer,R-HSA-3304351
Loss of Function of SMAD4 in Cancer,R-HSA-3304347
SMAD4 MH2 Domain Mutants in Cancer,R-HSA-3311021
Loss of Function of SMAD2/3 in Cancer,R-HSA-3304349
SMAD2/3 MH2 Domain Mutants in Cancer,R-HSA-3315487
SMAD2/3 Phosphorylation Motif Mutants in Cancer,R-HSA-3304356
Loss of Function of TGFBR2 in Cancer,R-HSA-3642278
TGFBR2 MSI Frameshift Mutants in Cancer,R-HSA-3642279
TGFBR2 Kinase Domain Mutants in Cancer,R-HSA-3645790
Loss of Function of TGFBR1 in Cancer,R-HSA-3656534
TGFBR1 LBD Mutants in Cancer,R-HSA-3656535
TGFBR1 KD Mutants in Cancer,R-HSA-3656532
Diseases associated with visual transduction,R-HSA-2474795
Retinoid cycle disease events,R-HSA-2453864
"Biosynthesis of A2E, implicated in retinal degradation",R-HSA-2466712
Retinoid metabolism disease events,R-HSA-6809583
Signaling by EGFR in Cancer,R-HSA-1643713
Signaling by EGFRvIII in Cancer,R-HSA-5637812
Constitutive Signaling by EGFRvIII,R-HSA-5637810
Signaling by Ligand-Responsive EGFR Variants in Cancer,R-HSA-5637815
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,R-HSA-1236382
Signaling by Overexpressed Wild-Type EGFR in Cancer,R-HSA-5638302
Inhibition of Signaling by Overexpressed EGFR,R-HSA-5638303
Diseases of Immune System,R-HSA-5260271
Diseases associated with the TLR signaling cascade,R-HSA-5602358
TICAM1 deficiency - HSE,R-HSA-5602566
TLR3 deficiency - HSE,R-HSA-5602410
IRAK4 deficiency (TLR5),R-HSA-5603037
MyD88 deficiency (TLR2/4),R-HSA-5602498
IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),R-HSA-5603027
IkBA variant leads to EDA-ID,R-HSA-5603029
TRAF3 deficiency - HSE,R-HSA-5602571
MyD88 deficiency (TLR5),R-HSA-5602680
UNC93B1 deficiency - HSE,R-HSA-5602415
IKBKB deficiency causes SCID,R-HSA-5602636
IRAK4 deficiency (TLR2/4),R-HSA-5603041
Infectious disease,R-HSA-5663205
Latent infection of,R-HSA-1222352
Response of Mtb to phagocytosis,R-HSA-1222499
Mtb iron assimilation by chelation,R-HSA-1222449
Cell redox homeostasis,R-HSA-1222541
Tolerance by Mtb to nitric oxide produced by macrophages,R-HSA-1222538
Tolerance of reactive oxygen produced by macrophages,R-HSA-1222387
Influenza Infection,R-HSA-168254
Influenza Life Cycle,R-HSA-168255
Fusion and Uncoating of the Influenza Virion,R-HSA-168270
Fusion of the Influenza Virion to the Host Cell Endosome,R-HSA-168288
Uncoating of the Influenza Virion,R-HSA-168336
Transport of Ribonucleoproteins into the Host Nucleus,R-HSA-168271
Influenza Viral RNA Transcription and Replication,R-HSA-168273
vRNP Assembly,R-HSA-192905
Viral Messenger RNA Synthesis,R-HSA-168325
Viral mRNA Translation,R-HSA-192823
cRNA Synthesis,R-HSA-192869
vRNA Synthesis,R-HSA-192814
Virus Assembly and Release,R-HSA-168268
Release,R-HSA-168298
Packaging of Eight RNA Segments,R-HSA-168303
Assembly of Viral Components at the Budding Site,R-HSA-168316
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus",R-HSA-168874
Budding,R-HSA-168302
Export of Viral Ribonucleoproteins from Nucleus,R-HSA-168274
NEP/NS2 Interacts with the Cellular Export Machinery,R-HSA-168333
Viral RNP Complexes in the Host Cell Nucleus,R-HSA-168330
Entry of Influenza Virion into Host Cell via Endocytosis,R-HSA-168275
Host Interactions with Influenza Factors,R-HSA-168253
NS1 Mediated Effects on Host Pathways,R-HSA-168276
Inhibition of PKR,R-HSA-169131
Inhibition of Interferon Synthesis,R-HSA-168305
Inhibition of IFN-beta,R-HSA-168888
Inhibition of Host mRNA Processing and RNA Silencing,R-HSA-168315
Influenza Virus Induced Apoptosis,R-HSA-168277
HIV Infection,R-HSA-162906
Host Interactions of HIV factors,R-HSA-162909
Interactions of Rev with host cellular proteins,R-HSA-177243
Rev-mediated nuclear export of HIV RNA,R-HSA-165054
Nuclear import of Rev protein,R-HSA-180746
Interactions of Vpr with host cellular proteins,R-HSA-176033
Vpr-mediated nuclear import of PICs,R-HSA-180910
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,R-HSA-180897
Interactions of Tat with host cellular proteins,R-HSA-176034
The role of Nef in HIV-1 replication and disease pathogenesis,R-HSA-164952
Nef and signal transduction,R-HSA-164944
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,R-HSA-164938
Nef mediated downregulation of MHC class I complex cell surface expression,R-HSA-164940
Nef Mediated CD8 Down-regulation,R-HSA-182218
Nef mediated downregulation of CD28 cell surface expression,R-HSA-164939
Nef Mediated CD4 Down-regulation,R-HSA-167590
Vif-mediated degradation of APOBEC3G,R-HSA-180585
APOBEC3G mediated resistance to HIV-1 infection,R-HSA-180689
Vpu mediated degradation of CD4,R-HSA-180534
HIV Life Cycle,R-HSA-162587
Early Phase of HIV Life Cycle,R-HSA-162594
Integration of provirus,R-HSA-162592
Autointegration results in viral DNA circles,R-HSA-177539
2-LTR circle formation,R-HSA-164843
Integration of viral DNA into host genomic DNA,R-HSA-175567
Binding and entry of HIV virion,R-HSA-173107
Reverse Transcription of HIV RNA,R-HSA-162589
Plus-strand DNA synthesis,R-HSA-164525
Minus-strand DNA synthesis,R-HSA-164516
Uncoating of the HIV Virion,R-HSA-162585
Late Phase of HIV Life Cycle,R-HSA-162599
Transcription of the HIV genome,R-HSA-167172
RNA Pol II CTD phosphorylation and interaction with CE,R-HSA-167160
Pausing and recovery of Tat-mediated HIV elongation,R-HSA-167238
HIV elongation arrest and recovery,R-HSA-167287
Formation of HIV elongation complex in the absence of HIV Tat,R-HSA-167152
HIV Transcription Initiation,R-HSA-167161
HIV Transcription Termination,R-HSA-167168
RNA Polymerase II HIV Promoter Escape,R-HSA-167162
Pausing and recovery of HIV elongation,R-HSA-167290
Tat-mediated HIV elongation arrest and recovery,R-HSA-167243
HIV Transcription Elongation,R-HSA-167169
Tat-mediated elongation of the HIV-1 transcript,R-HSA-167246
Formation of HIV-1 elongation complex containing HIV-1 Tat,R-HSA-167200
Abortive elongation of HIV-1 transcript in the absence of Tat,R-HSA-167242
Formation of the HIV-1 Early Elongation Complex,R-HSA-167158
Assembly Of The HIV Virion,R-HSA-175474
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",R-HSA-174495
Membrane binding and targetting of GAG proteins,R-HSA-174490
Synthesis and processing of ENV and VPU,R-HSA-171286
Budding and maturation of HIV virion,R-HSA-162588
Rev-mediated nuclear export of HIV RNA,R-HSA-165054
Uptake and actions of bacterial toxins,R-HSA-5339562
Uptake and function of anthrax toxins,R-HSA-5210891
Uptake and function of diphtheria toxin,R-HSA-5336415
Neurotoxicity of clostridium toxins,R-HSA-168799
Toxicity of botulinum toxin type G (BoNT/G),R-HSA-5250989
Toxicity of botulinum toxin type A (BoNT/A),R-HSA-5250968
Toxicity of botulinum toxin type B (BoNT/B),R-HSA-5250958
Toxicity of tetanus toxin (TeNT),R-HSA-5250982
Toxicity of botulinum toxin type D (BoNT/D),R-HSA-5250955
Toxicity of botulinum toxin type C (BoNT/C),R-HSA-5250971
Toxicity of botulinum toxin type F (BoNT/F),R-HSA-5250981
Toxicity of botulinum toxin type E (BoNT/E),R-HSA-5250992
Cell-Cell communication,R-HSA-1500931
Signal regulatory protein (SIRP) family interactions,R-HSA-391160
Nephrin interactions,R-HSA-373753
DSCAM interactions,R-HSA-376172
Cell junction organization,R-HSA-446728
Cell-cell junction organization,R-HSA-421270
Adherens junctions interactions,R-HSA-418990
Nectin/Necl  trans heterodimerization,R-HSA-420597
Tight junction interactions,R-HSA-420029
Type I hemidesmosome assembly,R-HSA-446107
Cell-extracellular matrix interactions,R-HSA-446353
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,R-HSA-446388
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,R-HSA-446343
Cell Cycle,R-HSA-1640170
"Cell Cycle, Mitotic",R-HSA-69278
M/G1 Transition,R-HSA-68874
DNA Replication Pre-Initiation,R-HSA-69002
Assembly of the pre-replicative complex,R-HSA-68867
CDT1 association with the CDC6:ORC:origin complex,R-HSA-68827
CDC6 association with the ORC:origin complex,R-HSA-68689
Assembly of the ORC complex at the origin of replication,R-HSA-68616
Activation of the pre-replicative complex,R-HSA-68962
Regulation of mitotic cell cycle,R-HSA-453276
APC/C-mediated degradation of cell cycle proteins,R-HSA-174143
Autodegradation of Cdh1 by Cdh1:APC/C,R-HSA-174084
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,R-HSA-176814
APC/C:Cdc20 mediated degradation of mitotic proteins,R-HSA-176409
APC/C:Cdc20 mediated degradation of Cyclin B,R-HSA-174048
