molregno,n_total,n_select,pref_name,min_value,is_agonist,CHEMICAL_ID,canonical_smiles,tanimoto,tid,organism,component_id,accession,group,orthogonal
1267593,22,10.0,Inhibitor of nuclear factor kappa B kinase beta subunit,9.0,FALSE,CHEMBL1923983,CNc1nc2[nH]c(cc2c3c1ncn3C)c4cccc(CNC(=O)COC)n4,1.0,10752,Homo sapiens,321,O14920,1.0,PRIMARY
1003668,17,4.0,Insulin-like growth factor I receptor,34.0,FALSE,CHEMBL1579784,OC(CN1CCN(CC1)C(c2ccccc2)c3ccccc3)c4ccc(Br)cc4,1.0,234,Homo sapiens,281,P08069,1.0,PRIMARY
380287,3,2.0,Integrin alpha-4,1.3,FALSE,CHEMBL387659,OC(=O)c1ccc(OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(NC(=O)Nc4ccccc4Cl)c(Cl)c3)cc1,1.0,10892,Homo sapiens,21,P13612,1.0,PRIMARY
397382,28,21.0,Interleukin-8 receptor B,54.0,FALSE,CHEMBL399203,Oc1cc(cc2c1NC(=NS2(=O)=O)Nc3ccccc3Oc4ccccc4)[N+](=O)[O-],1.0,10773,Homo sapiens,775,P25025,1.0,PRIMARY
522773,10,2.0,Intermediate conductance calcium-activated potassium channel protein 4,20.0,FALSE,CHEMBL498270,Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4cccn4,1.0,10992,Homo sapiens,2622,O15554,1.0,PRIMARY
872907,33,16.0,Kappa opioid receptor,7.0,FALSE,CHEMBL1449023,Clc1ccc(cc1)C(=O)Nc2nc3ccccc3n2CCN4CCCC4,1.0,137,Homo sapiens,177,P41145,1.0,PRIMARY
1334936,41,36.0,Ketohexokinase,12.0,FALSE,CHEMBL2017214,CSc1ccccc1Nc2nc(nc3c(NCC4CC4)ncnc23)N5CCNCC5,1.0,103593,Homo sapiens,5161,P50053,1.0,PRIMARY
397744,401,3.0,Kinesin-like protein 1,26.0,FALSE,CHEMBL392695,N[C@@H](CSC(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)O,1.0,100166,Homo sapiens,2897,P52732,1.0,PRIMARY
1749580,10,6.0,Legumain,0.9,FALSE,CHEMBL3264590,CCOc1cccc(c1)c2ccc(COC(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(=O)N)C#N)cc2,1.0,11241,Homo sapiens,2563,Q99538,1.0,PRIMARY
1429495,22,6.0,Leucine-rich repeat serine/threonine-protein kinase 2,3.0,FALSE,CHEMBL2170016,CNc1nc(Nc2ccc(cc2OC)C(=O)N3CCOCC3)ncc1Cl,1.0,103154,Homo sapiens,3994,Q5S007,1.0,PRIMARY
1528245,107,61.0,Leukocyte elastase,77.5,FALSE,CHEMBL2338554,[Na+].CC[C@@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc3ccccc3)N4[C@H](O)CC[C@H](NC(=O)\C(=C\C)\NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](COS(=O)(=O)[O-])OC)C(C)C)[C@@H](C)OC1=O)C4=O,1.0,235,Homo sapiens,366,P08246,1.0,PRIMARY
1819611,27,25.0,LIM domain kinase 2,39.0,FALSE,CHEMBL3355482,CN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,1.0,101386,Homo sapiens,4427,P53671,1.0,PRIMARY
1142547,6,6.0,Low affinity sodium-glucose cotransporter,0.877,FALSE,CHEMBL1770248,CCOc1ccc(Cc2cc(ccc2Cl)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)cc1,1.0,104139,Homo sapiens,5427,Q9NY91,1.0,PRIMARY
592680,7,3.0,LXR-alpha,5.4,FALSE,CHEMBL594050,CC(C)S(=O)(=O)c1cccc(Oc2cccc(c2)n3c(C)nc4c(cccc34)C(F)(F)F)c1,1.0,11269,Homo sapiens,1138,Q13133,1.0,PRIMARY
591174,13,3.0,LXR-beta,16.0,FALSE,CHEMBL593267,CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(cnc4c(Cl)cccc34)C(=O)N)c1,1.0,20113,Homo sapiens,2412,P55055,1.0,PRIMARY
1160714,6,2.0,Lysine-specific histone demethylase 1,4.35,FALSE,CHEMBL1797652,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCNN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)O,1.0,102439,Homo sapiens,4701,O60341,1.0,PRIMARY
1787345,4,2.0,Lysophosphatidic acid receptor Edg-2,74.0,FALSE,CHEMBL3326527,COc1ccc(C(=O)\C(=N/C2CCCC2)\n3ncc(C#N)c3N)c(F)c1,1.0,10808,Homo sapiens,2137,Q92633,1.0,PRIMARY
338347,8,4.0,Lysophosphatidic acid receptor Edg-7,5.0,FALSE,CHEMBL202361,CCCCCCCC(=O)OC[C@H](COP(=S)(O)O)OC(=O)CCCCCCC,1.0,19689,Homo sapiens,1571,Q9UBY5,1.0,PRIMARY
417623,24,11.0,Macrophage colony stimulating factor  receptor ,47.0,FALSE,CHEMBL428056,[O-][N+](=O)c1oc(cc1)C(=O)Nc2ccccc2N3CCCCC3,1.0,12840,Homo sapiens,145,P07333,1.0,PRIMARY
1780857,27,25.0,MAP kinase-activated protein kinase 2,25.5,FALSE,CHEMBL3314140,Clc1ccc(cc1)c2oc(cc2)c3nccn3c4ccc(cc4)N5CCNCC5,1.0,11082,Homo sapiens,549,P49137,1.0,PRIMARY
370076,17,11.0,MAP kinase ERK2,2.0,FALSE,CHEMBL387385,OC[C@@H](NC(=O)c1cc(c[nH]1)c2n[nH]cc2c3cccc(Cl)c3)c4ccc(F)c(Cl)c4,1.0,11638,Homo sapiens,40,P28482,1.0,PRIMARY
1263815,58,53.0,MAP kinase p38 alpha,14.0,FALSE,CHEMBL1916359,[O-][n+]1ccc2c(ccnc2c1c3c(Cl)cccc3Cl)c4ccc(F)cc4Cl,1.0,10188,Homo sapiens,2937,Q16539,1.0,PRIMARY
1725483,3,3.0,Matriptase,8.0,FALSE,CHEMBL3219097,NCCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCC(CC3)NC(=O)NC4CCCCC4,1.0,12725,Homo sapiens,1346,Q9Y5Y6,1.0,PRIMARY
510816,3,2.0,Matrix metalloproteinase-1,0.1,FALSE,CHEMBL526566,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)NCC(C)(C)C)C(=O)CO,1.0,13000,Homo sapiens,3290,P03956,1.0,PRIMARY
320166,18,11.0,Melanin-concentrating hormone receptor 1,16.0,FALSE,CHEMBL189118,CN(C)CCN(C)c1cc(C)c2cc(NC(=O)\C=C\c3ccc(OC(F)(F)F)cc3)ccc2n1,1.0,19905,Homo sapiens,3511,Q99705,1.0,PRIMARY
1271595,6,5.0,Melanin-concentrating hormone receptor 2,13.0,FALSE,CHEMBL1934130,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c5ccccc5n4C(=O)N)CC2)c6ccccc16,1.0,20162,Homo sapiens,3349,Q969V1,1.0,PRIMARY
13628,9,4.0,Melanocortin receptor 1,1.5,FALSE,CHEMBL446941,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](N)Cc3c[nH]cn3)c4ccccc4,1.0,11869,Homo sapiens,2113,Q01726,1.0,PRIMARY
395876,11,7.0,Melanocortin receptor 3,50.0,FALSE,CHEMBL234629,CCCC[C@H](N)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccccc4)N5Cc6ccccc6CC(NC1=O)C5=O)C(=O)N,1.0,11003,Homo sapiens,2962,P41968,1.0,PRIMARY
304898,31,8.0,Melanocortin receptor 4,7.0,FALSE,CHEMBL368876,CN1CCN[C@@H](C1)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N3CCC(CC3)(C4CCCCC4)C(=O)NC(C)(C)C,1.0,10142,Homo sapiens,1215,P32245,1.0,PRIMARY
1546419,12,8.0,Melanocortin receptor 5,0.95,FALSE,CHEMBL2371968,CCCC[C@H](NC(=O)C)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCCN4C(=O)[C@H](Cc5ccc(cc5)c6ccccc6)NC(=O)[C@@H]7CC8CCCCC8N7C1=O)C(=O)N,1.0,11006,Homo sapiens,2925,P33032,1.0,PRIMARY
1168353,5,3.0,Melatonin receptor 1A,3.39,FALSE,CHEMBL1813321,CN(CCNC(=O)C)c1cccc(OCCCCCCOc2cccc(c2)N(C)CCNC(=O)C)c1,1.0,11084,Homo sapiens,268,P48039,1.0,PRIMARY
46606,13,2.0,Melatonin receptor 1B,8.7,FALSE,CHEMBL33185,CCC(=O)NCc1cc2c(OC)cccc2n1Cc3ccc(Cl)cc3,1.0,11085,Homo sapiens,269,P49286,1.0,PRIMARY
1567857,13,10.0,Metabotropic glutamate receptor 1,97.72,FALSE,CHEMBL2397347,C[C@@H]1CN(CCN1C(=O)C23CC4CC(CC(C4)C2)C3)c5cccnc5C#N,1.0,11279,Homo sapiens,2089,Q13255,1.0,PRIMARY
1587165,71,44.0,Metabotropic glutamate receptor 5,6.8,FALSE,CHEMBL2440659,Cc1csc(NC(=O)c2cc(F)cc(Oc3cncnc3)c2)n1,1.0,11280,Homo sapiens,1549,P41594,1.0,PRIMARY
515806,5,4.0,Metastin receptor,4.6,FALSE,CHEMBL501043,CC(C)C\C(=C/CCNC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(F)cc2)\C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N,1.0,100862,Homo sapiens,3707,Q969F8,1.0,PRIMARY
48859,51,3.0,Methionine aminopeptidase 2,0.63,FALSE,CHEMBL32838,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(=O)O,1.0,10702,Homo sapiens,2440,P50579,1.0,PRIMARY
237121,4,2.0,Microsomal triglyceride transfer protein large subunit,3.5,FALSE,CHEMBL356310,Cc1cccc(C(=O)Nc2ccc3C[C@H](Cc3c2)NCc4ccccn4)c1c5ccc(cc5)C(F)(F)F,1.0,11452,Homo sapiens,906,P55157,1.0,PRIMARY
982407,10,5.0,Microtubule-associated protein tau,25.1,FALSE,CHEMBL1558523,Clc1ccc(NC(=O)c2csc3CCCCCc23)cc1,1.0,103657,Homo sapiens,5140,P10636,1.0,PRIMARY
11212,28,9.0,Mineralocorticoid receptor,0.18,FALSE,CHEMBL273453,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,1.0,48,Homo sapiens,324,P08235,1.0,PRIMARY
1573031,9,6.0,Mitogen-activated protein kinase kinase kinase 7,20.0,FALSE,CHEMBL2408616,Nc1ncc(c2cnn(c2)[C@@H]3CC[C@@H](O)CC3)c4c(C(F)F)c(oc14)c5cccc6nnsc56,1.0,101324,Homo sapiens,4190,O43318,1.0,PRIMARY
388445,51,11.0,Mitogen-activated protein kinase kinase kinase 8,12.0,FALSE,CHEMBL436817,Fc1ccc(Nc2c(cnc3c(Cl)cc(NCc4cnc[nH]4)cc23)C#N)cc1Cl,1.0,100414,Homo sapiens,3215,P41279,1.0,PRIMARY
470616,3,2.0,Mitogen-activated protein kinase kinase kinase 9,49.0,FALSE,CHEMBL517743,OCCn1c2ccccc2c3c4CNC(=O)c4c5c(CCc6cc(OC7CCCC7)ccc56)c13,1.0,12038,Homo sapiens,1202,P80192,1.0,PRIMARY
1063235,13,3.0,Monoamine oxidase A,0.83,FALSE,CHEMBL1651055,COc1cc2C(=O)c3ccccc3c4nccc(c1)c24,1.0,86,Homo sapiens,274,P21397,1.0,PRIMARY
75752,42,13.0,Monoamine oxidase B,4.4,FALSE,CHEMBL887,C#CCN[C@@H]1CCc2ccccc12,1.0,104,Homo sapiens,377,P27338,1.0,PRIMARY
345215,36,4.0,Monocarboxylate transporter 1,0.08,FALSE,CHEMBL205526,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc12,1.0,100467,Homo sapiens,2677,P53985,1.0,PRIMARY
1604656,9,3.0,Monoglyceride lipase,0.36,FALSE,CHEMBL3087181,O=C(N1CCC(CC1)C(c2ccc3OCOc3c2)c4ccc5OCOc5c4)n6cncn6,1.0,100193,Homo sapiens,2510,Q99685,1.0,PRIMARY
12506,304,9.0,Motilin receptor,43.65,FALSE,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1.0,11061,Homo sapiens,544,O43193,1.0,PRIMARY
447087,15,7.0,Multidrug resistance-associated protein 1,35.0,FALSE,CHEMBL197,COc1ccc(CCN(C)CCC[C@@](C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1.0,12030,Homo sapiens,1333,P33527,1.0,PRIMARY
762132,3,2.0,Multidrug resistance-associated protein 5,65.3,FALSE,CHEMBL1338248,CCCc1nn(C)c2c(O)nc(nc12)c3cc(ccc3OCC)S(=O)(=O)Nc4ccc(O)c(c4)C(=O)O,1.0,104559,Homo sapiens,5980,O15440,1.0,PRIMARY
1589794,17,9.0,Mu opioid receptor,6.0,FALSE,CHEMBL2443262,COc1ccsc1CNCC[C@]2(CCOC3(CCCC3)C2)c4ccccn4,1.0,129,Homo sapiens,349,P35372,1.0,PRIMARY
1051518,15,9.0,Muscarinic acetylcholine receptor M1,15.85,FALSE,CHEMBL1628667,O=C(CCNS(=O)(=O)c1cccc2nsnc12)N3CCN(CC3)c4ccncc4,1.0,61,Homo sapiens,170,P11229,1.0,PRIMARY
1620795,8,2.0,Muscarinic acetylcholine receptor M2,75.86,FALSE,CHEMBL3121474,[Br-].[Br-].C[N+](C)(CCCCCC[N+](C)(C)CC#CCOC1=NOCC1)CCCN2C(=O)c3ccccc3C2=O,1.0,47,Homo sapiens,364,P08172,1.0,PRIMARY
343850,40,4.0,Muscarinic acetylcholine receptor M3,3.2,FALSE,CHEMBL205654,Cc1c(NC2CC2)nc(nc1N3CCCCCC3)C4CC4,1.0,219,Homo sapiens,69,P20309,1.0,PRIMARY
1529003,4,3.0,Myeloperoxidase,5.0,FALSE,CHEMBL2347177,Fc1ccc2[nH]cc(CCCSC#N)c2c1,1.0,10567,Homo sapiens,780,P05164,1.0,PRIMARY
1795809,3,3.0,NAD-dependent deacetylase sirtuin 2,77.4,FALSE,CHEMBL3343653,Cc1ccc(cc1)C(=O)Nc2cccc3c(Oc4cncc(c4)C(=O)N)cccc23,1.0,100447,Homo sapiens,2778,Q8IXJ6,1.0,PRIMARY
1334725,10,5.0,NEDD8-activating enzyme E1 regulatory subunit,10.0,FALSE,CHEMBL2017005,NS(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N[C@H]4CCc5ccccc45)ncnc23,1.0,104509,Homo sapiens,5892,Q13564,1.0,PRIMARY
291635,351,2.0,Nerve growth factor receptor Trk-A,2.0,FALSE,CHEMBL176544,Cn1cc(\C=C\2/C(=O)Nc3cccnc23)c4ccccc14,1.0,11902,Homo sapiens,1145,P04629,1.0,PRIMARY
16524,48,5.0,Neurokinin 1 receptor,0.2,FALSE,CHEMBL16192,COc1ccccc1CN[C@H]2C3CCN(CC3)[C@H]2C(c4ccccc4)c5ccccc5,1.0,250,Homo sapiens,235,P25103,1.0,PRIMARY
115369,8,2.0,Neurokinin 2 receptor,0.13,FALSE,CHEMBL308148,CN(C[C@@H](CCN1CCC(CC1)(NC(=O)C)c2ccccc2)c3ccc(Cl)c(Cl)c3)C(=O)c4ccccc4,1.0,10184,Homo sapiens,668,P21452,1.0,PRIMARY
573510,18,3.0,Neurokinin 3 receptor,0.013,FALSE,CHEMBL583102,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CC(=O)O)C(=O)N,1.0,10982,Homo sapiens,2745,P29371,1.0,PRIMARY
482512,66,4.0,Neuronal acetylcholine receptor protein alpha-7 subunit,1.0,FALSE,CHEMBL510275,CCN1C[C@]2(COC(=O)c3ccccc3N4C(=O)C[C@H](C)C4=O)CC[C@H](OC)[C@@]56[C@@H]7C[C@@H]8[C@H](C[C@@](O)([C@H]7[C@H]8OC)[C@](O)([C@@H](OC)[C@H]25)[C@H]16)OC,1.0,10635,Homo sapiens,833,P36544,1.0,PRIMARY
112822,9,4.0,Neuronal acetylcholine receptor subunit alpha-3,14.0,FALSE,CHEMBL309804,Clc1ccc(CN2CCNC2=N)cn1,1.0,11184,Homo sapiens,43,P32297,1.0,PRIMARY
1447990,8,4.0,Neuropeptide FF receptor 1,0.32,FALSE,CHEMBL2208337,NC(=N)NCCC[C@H](NC(=O)c1ccccc1c2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N,1.0,102733,Homo sapiens,4446,Q9GZQ6,1.0,PRIMARY
898271,15,4.0,Neuropeptide S receptor,0.96,FALSE,CHEMBL1474387,[Br-].Cc1c(n2ccccc2[n+]1C\C=C\c3ccccc3)P(=S)(c4ccccc4)c5ccccc5,1.0,101097,Homo sapiens,3466,Q6W5P4,1.0,PRIMARY
1145390,10,4.0,Neuropeptide Y receptor type 1,5.0,FALSE,CHEMBL1774344,CN(C)c1ccc(\C=C\C=C\c2sc3ccccc3[n+]2CCCC(=O)NCCCCNC(=O)\N=C(\N)/NCCC[C@@H](NC(=O)C(c4ccccc4)c5ccccc5)C(=O)NCc6ccc(O)cc6)cc1.[O-]C(=O)C(F)(F)F,1.0,10475,Homo sapiens,3094,P25929,1.0,PRIMARY
1507319,10,7.0,Neuropeptide Y receptor type 2,2.6,FALSE,CHEMBL2307889,NC(=N)NCCC[C@@H](NC(=O)CC1(CC(=O)N2CCN(CC2)C3c4ccccc4NC(=O)c5ccccc35)CCCC1)C(=O)NCCN6C(=O)N(N(C6=O)c7ccccc7)c8ccccc8,1.0,10477,Homo sapiens,2337,P49146,1.0,PRIMARY
342833,9,6.0,Neuropeptide Y receptor type 4,5.3,FALSE,CHEMBL408891,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N,1.0,10143,Homo sapiens,3193,P50391,1.0,PRIMARY
434988,19,14.0,Neuropeptide Y receptor type 5,1.8,FALSE,CHEMBL257940,CN(C1CCN(CC1)C(=O)C)C(=O)N[C@@H]2CC[C@H](CC2)c3cc(F)cc(F)c3,1.0,11336,Homo sapiens,2878,Q15761,1.0,PRIMARY
1141976,3,3.0,Neurotensin receptor 2,5.4,FALSE,CHEMBL1766938,CC[C@H](C)[C@H](CC(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N,1.0,10486,Homo sapiens,853,O95665,1.0,PRIMARY
1010255,25,12.0,Nicotinamide phosphoribosyltransferase,7.0,FALSE,CHEMBL1586371,O=S(=O)(N1CCCCC1)c2ccc(NC(=S)NCc3cccnc3)cc2,1.0,104106,Homo sapiens,4914,P43490,1.0,PRIMARY
21698,25,7.0,Nischarin,4.2,FALSE,CHEMBL19236,COc1nc(C)nc(Cl)c1NC2=NCCN2,1.0,11684,Homo sapiens,2243,Q9Y2I1,1.0,PRIMARY
1704896,6,6.0,"Nitric-oxide synthase, brain",97.0,FALSE,CHEMBL3216119,Cl.Cl.CCN(C)CCN1CCCc2cc(NC(=N)c3cccs3)ccc12,1.0,11037,Homo sapiens,1888,P29475,1.0,PRIMARY
460570,8,6.0,"Nitric oxide synthase, inducible",11.0,FALSE,CHEMBL522771,Cc1ncsc1C(=O)N(CC2=CC(=O)Nc3c(F)cccc23)c4cccc(Cl)c4,1.0,12425,Homo sapiens,2798,P35228,1.0,PRIMARY
245652,30,4.0,Nociceptin receptor,0.403,FALSE,CHEMBL357076,CCN1C(=O)N([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)c4ccccc14,1.0,138,Homo sapiens,344,P41146,1.0,PRIMARY
302799,31,12.0,Norepinephrine transporter,0.3,FALSE,CHEMBL180101,CCOc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,1.0,100,Homo sapiens,436,P23975,1.0,PRIMARY
1748691,38,7.0,Nuclear receptor ROR-gamma,21.0,FALSE,CHEMBL3263710,CC(C)CN(Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)S(=O)(=O)Cc3ccccc3,1.0,103982,Homo sapiens,5336,P51449,1.0,PRIMARY
515782,20,10.0,Nuclear receptor subfamily 1 group I member 3,75.0,FALSE,CHEMBL458603,Clc1ccc(cc1)c2nc3sccn3c2\C=N\OCc4ccc(Cl)c(Cl)c4,1.0,100997,Homo sapiens,3795,Q14994,1.0,PRIMARY
407997,59,2.0,Nuclear receptor subfamily 4 group A member 2,26.0,FALSE,CHEMBL247879,CN(C)Cc1ccc(cc1)C2=Cc3onc(c4ccccc4)c3C(=O)N2C,1.0,101254,Homo sapiens,3314,P43354,1.0,PRIMARY
1343549,5,3.0,Orexin receptor 1,8.0,FALSE,CHEMBL2031484,C[C@@H]1CCCN([C@@H]1CNC(=O)c2cccc3cccnc23)C(=O)c4nc(C)sc4c5ccc(F)cc5,1.0,10009,Homo sapiens,3418,O43613,1.0,PRIMARY
1793350,6,2.0,Orexin receptor 2,0.3,FALSE,CHEMBL3338846,COc1ccc(CNC(=O)c2cc(cnc2c3ccccc3)c4cncc(C)c4)nc1OC,1.0,12968,Homo sapiens,3109,O43614,1.0,PRIMARY
20616,8,4.0,Oxoeicosanoid receptor 1,3.0,FALSE,CHEMBL18028,CCCCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCC(=O)O,1.0,103780,Homo sapiens,5065,Q8TDS5,1.0,PRIMARY
33420,25,6.0,Oxytocin receptor,4.6,FALSE,CHEMBL24781,COc1cc(OC2CCN(CC2)C(=O)C)ccc1C(=O)N3CCC(CC3)N4C(=O)OCc5ccccc45,1.0,116,Homo sapiens,389,P30559,1.0,PRIMARY
591455,5,2.0,P2X purinoceptor 3,31.62,FALSE,CHEMBL596234,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)N(Cc2cccc(Oc3ccccc3)c2)[C@H]4CCCc5ccccc45,1.0,11904,Homo sapiens,1328,P56373,1.0,PRIMARY
1838531,7,2.0,P2X purinoceptor 7,50.0,FALSE,CHEMBL3415342,FC(F)(F)c1cc(ccc1Cl)C(=O)N2CCC(CC2)N3C(Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4)C(=O)NC3=O,1.0,10417,Homo sapiens,3123,Q99572,1.0,PRIMARY
317700,360,3.0,p53-binding protein Mdm-2,18.0,FALSE,CHEMBL191334,COc1ccc(C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)c4ccc(Cl)cc4)c5ccc(Cl)cc5)c(OC(C)C)c1,1.0,20131,Homo sapiens,55,Q00987,1.0,PRIMARY
946197,14,8.0,Peregrin,79.43,FALSE,CHEMBL1522313,COc1ccccc1C(=O)Nc2cc3N(C)C(=O)N(C)c3cc2N4CCCCC4,1.0,108054,Homo sapiens,8340,P55201,1.0,PRIMARY
366667,23,5.0,Peroxisome proliferator-activated receptor alpha,10.0,FALSE,CHEMBL219586,Cc1nc(sc1C(=O)NCc2ccc(OC(C)(C)C(=O)O)cc2)c3ccc(cc3)C(F)(F)F,1.0,163,Homo sapiens,245,Q07869,1.0,PRIMARY
56132,97,19.0,Peroxisome proliferator-activated receptor delta,0.4,FALSE,CHEMBL38508,Cc1cc(SCc2sc(nc2C)c3ccc(c(F)c3)C(F)(F)F)ccc1OCC(=O)O,1.0,12227,Homo sapiens,2298,Q03181,1.0,PRIMARY
244653,76,32.0,Peroxisome proliferator-activated receptor gamma,3.7,FALSE,CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,1.0,133,Homo sapiens,241,P37231,1.0,PRIMARY
515966,3,2.0,P-glycoprotein 1,80.0,FALSE,CHEMBL485918,COc1cccc(CCc2ccccc2OCCCCN3CCc4ccccc4C3)c1,1.0,11398,Homo sapiens,2619,P08183,1.0,PRIMARY
631853,53,39.0,Phosphodiesterase 10A,7.0,FALSE,CHEMBL1086110,CCCc1nc(C)c2c(C)nc3ccc(OC)nc3n12,1.0,100010,Homo sapiens,2725,Q9Y233,1.0,PRIMARY
1560598,19,18.0,Phosphodiesterase 2A,2.0,FALSE,CHEMBL2381192,Cn1ncc(c2nn(C)c3ncnc(N4CCC4)c23)c1c5ccc(cc5)C(F)(F)F,1.0,10594,Homo sapiens,989,O00408,1.0,PRIMARY
565339,22,9.0,Phosphodiesterase 4A,13.0,FALSE,CHEMBL551783,COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OC5CCCC5)c4,1.0,276,Homo sapiens,306,P27815,1.0,PRIMARY
578235,14,7.0,Phosphodiesterase 4B,0.01,FALSE,CHEMBL570015,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c4cccc(c4)C(=O)N(C)C)C(=O)N)c1,1.0,10599,Homo sapiens,2177,Q07343,1.0,PRIMARY
512786,11,9.0,Phosphodiesterase 4D,18.2,FALSE,CHEMBL458298,CC(C)CC(=O)c1ccc(OC(F)F)c(OC2CCOC2)c1,1.0,11359,Homo sapiens,2079,Q08499,1.0,PRIMARY
510955,5,4.0,Phosphodiesterase 5A,74.0,FALSE,CHEMBL498486,COc1ccc(cc1)C2=C(OCCO)C(=O)c3c(O)cc(OCCO)c(CC=C(C)C)c3O2,1.0,3,Homo sapiens,124,O76074,1.0,PRIMARY
